Ratings,Reviews,Ratings
1,"So here's where I'm at. I'm still new to Fitbit, 48 hrs exactly, and I have to say:1. For non tech savvy people it's not user friendly at all.2. It doesn't seem to be doing things, sleep hours, heart rate, that I did figure out how to set up (I think).3. There is absolutely no way that I have found to put music on here. Fitbit Versa 2. I've looked all over and no music shows up except for the music in the phone app and, of course, the watch but getting the computer app to show a music file isn't happening. What I've found is to use fitbitconnect but when I look for FBconnect all I get is the regular phone app, no connect.4. The directions I received with the watch were all foreign.5. And finally for what I paid for the watch I don't feel like I should have to buy more accessories just to be able to get music. Some info suggested the dongle, but none I've seen said it will work for V2.I don't have a wireless or Bluetooth computer so using those options won't work for me. I'm probably going to see if someone can help me figure it out and if not most likely I'll just return it and find something a little less complicated.For more tech savvy folks and people with wireless computers I don't think you would be disappointed.",3
0,"I had this watch all of 3 hours before deciding to return it!! Horrible accuracy on the step tracker which was to me one of the most important features. I can lay in bed and record all of my goal steps of 10,000 by shaking my arm!! I work in a very fast paced environment where my arms move very fast, I would record thousands of steps without moving my feet. Today I sat in a classroom and because of my arm movements I racked up nearly 3,000 steps!! It was also disappointing to learn Alexa doesn't talk to you, she will text you the answers, that is if she can get a signal. If not it says thinking thinking.....NOPE very poor quality for the money. If this was a $30 watch I could understand the incompetency but not for a $200 watch! I will stick to my Samsung heath app on my phone it does much better at recording my ACTUAL steps.",1
1,"This review has nothing to do with how the VERSA 2 actually works. I have a Charge 2 and I thought I'd enjoy the upgrade. I have several bands for my Charge 2 including stainless and leather. I wear it all the time and like to dress it up. It has a cool little clip that makes band changes a breeze - well designed. The VERSA 2 has no such clip. It has the tiny little spring pin like a regular watchband, with a little protrusion that's supposed to allow you to pull back the little pin without using jeweler's tools. NOT! The little protrusion is almost impossible to use. It took me 10 minutes of hard work to switch the rubber band's size. I couldn't imagine doing this before going out when wanting to upgrade to a leather band. It seems like some bean counter at FITBIT came up with a way to save a few nickels on this unit by designing this horrible band system. Big mistake!",3
1,"I'm so disappointed with FitBit in general. I've owned 4 versions of the Fitbit. I thought that by now, the kinks would have been worked out but they've all but been ignored.My steps are largely over estimated. As is my sleep. My period prediction will not show correct information even though I've supplied information to my very clockwork- like cycle. It's unchanging so it should be easy to track. I bought cases to cover the screen but they turned out to be cheap so within the day of the case falling off, my Fitbit was scratched. I hadn't even owned it a week. What's worse is that both of my hands are dominant for different reasons, so i have to mark the Fitbit as on my dominant hand, and Fitbit will still track trivial movements as steps. My heart rate is one of my two most important things. I like to track my activity to beat personal bests, even at work because i clean hotel rooms on the top floor. I love to watch my heart race after I've brought a 70lb. Bag of laundry up the stairs.. but I'll do that and it won't show my accurate heart rate. The old ones, i could rest a second and the tracker would catch up and show my rate, even if it slowed a bit while waiting. The versa 2 does nothing. I know my heart rate will be at least in the 140s and it'll rarely even show i broke the 100s. It is one of the single most important things i wanted in a tracker (heart rate, steps, and stairs climbed) and none of the things i wanted to know track accurately. I paid for something that can't even show one accurate stat. I realized i wasted over $200 the very first week of owning it.",3
0,"Have the watch two days. This versa 2 is junk. Does not read my heart rate 90% of the time. Woke up two mornings now and do not see any sleep records and no details on the different levels of sleep. What a waste of $200. The $27 China watch I bought a few weeks before I thought I was upgrading to this one, worked way better.Update 1/3/22: Battery only lasts 3 days at best. Outside temp says 70°F and it's actually 30°F. I tried everything to get the weather working and nothing works. If I sleep 8 hours and it does read my sleeping that night it will say maybe that I slept for 4 hours. Most of tue time it doesn't give me a sleep score and will say I slept an hour or 2. My Wifes Fitbit Versa 2 does all the same things mine does.They really need to do some serious software upgrades.It does tell the time though. LolI still say ""SAVE YOUR MONEY!!!""",1
1,"If you were a fan of the later Pebble smart watches, the Versa line is pretty much its spiritual successor. Fitbit acquired Pebble's intellectual property awhile back.I have been in the smartwatch game for years now, have had several Android Wear watches, and even an Apple Watch. I actually prefer the Versa over them all. The watch doesn't try to do it all which is actually a good thing. While it does have an app and watch face store, that is definitely not its strong suit. It keeps things simple being a tracker first with basic notifications.I like the always-on OLED display feature and days long battery life. Even when the battery does get low you could throw it on the charger for maybe 15 minutes and that's enough for a day's usage, give it an hour or so and it's basically fully charged.I would probably use the Fitpay option more if they supported my bank. I do not use the Alexa feature at all.One big plus that is nice about the Versa is that it pairs well with multiple phones at once. With the Apple Watch or Android Wear, you have to factory reset them in order to use with another phone. The Versa just works without much of a fuss. You don't even have to re-pair it. It doesn't even care if it's Android or iOS. It just starts working.",5
0,"I've been using this for about 1 year and 9 months now. At first it was fine but 6 months ago, the watch has behaved oddly.... After charging it, the following day, it will run out of battery by night time. But then, I charge it again and it will last a full week. The problem is that it is so inconsistent on this behavior that it is always unknown what it will do next.The heart rate monitor is also a bit off... I could be finishing off a very demanding squash rally and sometimes it reads 170 bpm, sometimes it will read 120 bpm... it is inconsistent.Disappointed.",2
0,"I cannot in good conscience recommend this product to anyone. The main reason I got this was because I could play music directly to my headphones and I wouldn't have to carry my phone on walks, runs or in the gym. The screen constantly locks up and requires 8 or 9 resets to get it to work. I go on with customer service and get the same troubleshooting answers every time. It is a very high maintenance piece of equipment. If you don't mind spending an hour to 2 hours every 48 hours resetting it over and over so that you can swipe through the various screens then this product is for you. If you want a low maintenance product go somewhere else.",1
1,As a fitness tracker and watch to wear on the daily that looks nice and feels comfortable the versa 2 is great. If you are expecting a smart watch like an apple watch then you'll be disappointed. So far I've had no technical issues with this and some features like the sleep tracking are very impressive. And the battery life is amazing compared to other watches. There are some things that arent so great. Like how you have to do everything through the phone app but i can live with that. It's half the price of a new apple watch. Note: this is my first fitbit or smart watch.,5
1,"Overall I really like the Versa 2. I like the size of the watch, the band for me is very comfortable, and I think its stylish.It tracks pretty well. I like the sleep tracker, and the steps, and the clock, date, etc. I paid more for the Versa 2 because I wanted Alexa. The idea is great and when its worked I love it as I use Alexa all the time. Unfortunately it will not connect most of the time, and constantly says its ""not connected"" to wifi. I would say 75% of the time it is not connected, and I mean several times a day. I also have never been able to get notifications or texts on this no matter what I try. I would rather pay less and get a Charge 3 without Alexa than pay more for this and not have it work. This is not unique to me so hopefully fitbit will get this fixed.",3
0,"Update: This has a one year warranty. That was up a week or two ago. The watch face literally fell off the body of the watch. Support can’t help, since it’s out of warranty and just gave me a 35% off coupon.Planned obsolescence? I don’t know. Poor workmanship? Yeah. I HIGHLY doubt the competing Garmin or Apple smart watches would have such a critical failure. I’m never buying a fitbit product again, if their expensive watches fail after just a year with no recourse.Id rather pay $50-100 more for a watch that is reliable and in the Apple ecosystem for example. At least now I would.———-This is a great fitness tracker, displays notifications, has some neat watch faces. It isn’t a smart watch first, it is a fitness tracker first. The data it provides is great, but to get more out of your data with deeper analytics you need to subscribe to Fitbit’s monthly premium plan.Only thing I didn’t like was a couple times it didn’t track my sleep, after a night of partying with friends etc where my heart rate was elevated even during sleep. It just didn’t think I was sleeping, even though I obviously was.",1
0,"Days 1 through 30: The Honeymoon Stage, Star Rating = 5 stars--------------------------------------------------------------------------Straight out of the box, everything worked flawlessly. I could add watch faces to my heart’s content, and I could add all kinds of apps and actually use them! I used the Starbucks app a number of times.Days 31 through 65: Some Apps Wouldn’t Work, Star Rating = 4 stars--------------------------------------------------------------------------------Some of the watch faces that were free had some defects in them, so I decided to stick with the watch faces that Fitbit had made. There were some apps that I couldn’t use, but for the most part, the overall functionality of the watch was satisfactory.Days 66 through 99: Resetting the Watch on a Daily Basis was Normal, Star Rating = 2.5 stars------------------------------------------------------------------------------------------------------------Many times a day, the screen would not show up while I tapped on the watch or flicked my wrist to see the watch, so I had to reset the watch at least 3 to 5 times a day, and most of the apps would not load.Days 100 through 122: The Versa 2 was a Large Tracker, Star Rating = 1 star----------------------------------------------------------------------------------------I took it for granted that I could not load any of the apps, and the main Fitbit app also would not load. I had to recharge the Versa 2 watch at least two times a day. All it did was to keep track of my heart rate, the number of steps that I walked, and the number of floors that I went up. The floors feature did not reliably measure the actual amount of floors that I went up. It was also capable of measuring my sleep on a reliable basis.I have been a Fitbit member for many years. Since yesterday, I have moved on to another fitness watch made by a manufacturer that begins with the letter S. I still use the Fitbit website to keep track of my weight. I will miss being able to synchronize steps into the Fitbit ecosystem every day. As a long time Fitbit customer, I had purchased this watch on Amazon which came with free shipping, as I am a Prime member. When I found out that I had to pay to send the defective Fitbit Versa 2 back to Fitbit, I had decided at that time to move on. The Fitbit website is fantastic, but their hardware, especially their Versa 2 line is underpowered and its software is defective.",1
0,"Please read to the end. I have purchased 2 FitBit smartwatches/fitness tracker in the past 3 years. I initially bought the Fitbit Versa (1) followed by the FitBit Versa 2. Upon my first year with my purchase I really did enjoy my Versa, it was sleek, lightweight, fashionable, and had all the features necessary for someone looking for a health tracker. That was what initially grabbed my attention to Fitbit despite other smartwatches/fitness trackers on the market, I wanted something health focused without the add-ons I'd get on my cell phone. So for that, I can give them 5 stars. My first Versa tapped out unexpectedly at around the 2 year mark, the heart rate monitor no longer working. All other features of the watch worked but the heart rate monitor, not even the light was working. I called FitBit and they went through the motions of having me reset the watch and ultimately factory reset (Gee, why didn't I think of that myself -_-). Flash forward to the Versa 2 and the SAME EXACT ISSUES, only this time less than a year in! I called Fitbit for 3 consecutive days with very little help from those who assisted with my claim, but the kicker was the last agent I spoke with. He immediately pushed for the 35% another Fitbit since the ""1 year manufacturer warranty was up"". I had to further advocate for myself pushing for the protection plan I had purchased. (I should note I distinctly remember purchasing a protection plan for my original versa, which apparently never happened and ""could not be found on file"". Following this, FitBit passed me over to square trade and no longer has a say it what occurs next regarding my device. In a nutshell, I will no longer be purchasing any kind of FitBit device as they are simply not a good investment in the long run. Granted, this could be my personal experience, however, I find it odd that the malfunctioned heart rate monitor occurred 2x which is clearly an indication of poor manufacturing. Moreover, this also supports their infamous 1yr manufacturer warranty, knowing damn well that after a year the device will croak. I hope this was informative.",1
1,This is another great product from Fitbit. I really like the Alexa addition. This is replacing the original Versa but did take several hours to get sleep tracking and exercise to be available in the stats window.,5
0,"I enjoyed the product for about 15 minutes. I was able to successfully pair it. Then after 15 minutes the my phone could not longer sync with the device. I visited the fit bit website or troubleshooting, followed them to a T, and even did a factory reset to start the whole process again. The second time around I began the device set up. My phone said it found the device then started the setup process and suddenly reverted back to the message window suggesting I check that my device is charged and i that didn't work restart the blue tooth on my phone. Having done that 10-20 times before I decided I no longer wanted to deal with the hassle and requested a refund. I have never had such dificulty with a it bit product before.Now on to more practical things. The charging cradle is the most cumbersome and impracticable charging cradle I have ever seen on any tech period. It does not easily lay flat and is a true hassle to deal with. The face looks nice and I was able to change the clock face.Wish I could have gotten some practical use out of it.I really have come to my end on Fitbit from this experience.",1
0,"I have gone through a Charge 2, Versa Lite (failed due to water damage) and a Versa 2. I bought this Versa 2 on Dec 1 2019 here on Amazon and it lasted exactly until today (Nov 14 2020), so less than a year. The plastic backplate that is glued to the aluminum frame uses a pretty poor adhesive/sealant which lets water in. The same happens for some people with the screen detaching. Please, if you do buy a Versa 2 - which I don't recommend - do not expose it to water, sweat, humidity or anything liquid for that matter. They are not water resistant, much less swim proof. They will fail on you at about 1 year of usage and Fitbit's customer support is laughable. They sent me a replacement for my old Versa Lite and it was a used/refurbished watch.If you are an active person, exercise a lot, wash your car, jog in the rain, wash dishes, etc. go and buy a Garmin or Apple Watch, but stay away from Fitbit. Out of the 3 I have had, the only good one was the oldest Charge 2, probably because they had better quality control. Shame as I've spent probably more than $500 over the years in bands, watch faces and the watches themselves.",1
0,"The watch seems good as do the basic settings. Annoying that Fitbit has constant prompts to buy their program but same for all models. This is #4. I attached a metal band that needed to return due to clasp. -no problem. I cannot reattach the junky rubber one that came with the watch, bloody under fingernails & sore. I tried the videos but the rubber will not shrink & balancing that & pin is impossible for me. Now I have to go back to the loose clasp til another band can be tried. So frustrating! Why have they made this difficult? I do have some arthritis in hand. Makes it hard for me to like the versa. Cloth band works easiest but gets loose quickly. Got a magnetic band but cannot attach it. Done - this is Not a unit for anyone with the least bit of arthritis-Returning",2
0,"I've had it about a year now, and have been frustrated with it most of the time. It will not stay synced with anything most of the time, not my phone, tablet or PC. That means I can't use the Alexa app on it, which I don't need at home, but sometimes I want to use it (with my phone as the anchor) elsewhere. No joy, ever...Today the time is off by a couple of hours, so I spent over an hour trying to get it synced with either my phone or tablet. Once again... no joy. I disabled the skill in the Alexa app after I fiddled with the app for over an hour I almost destroyed the watch out of anger and frustration. If it won't work, why have it. I finally deleted the watch in the Fitbit app and re-synced it as a new watch. The time was corrected, but now (and always) I can't pair it with Alexa because the watch won't sync with my phone's Bluetooth. I jucking give up. and will just toss it in a drawer from now on.The ONLY thing I like about it is the sleep tracker which other than how I feel in the morning and how restless I was the night before, it gives me an idea of how much actual sleep I got.",1
0,"I purchased the Fitbit 2 with Alexa built in. The screen is totally frozen, no touch capability at all. It's still tracking and counting, but I have to use the app on my cell to get any of the data. As with any step counter, the exercise tracking is not accurate; the heart/pulse function is totally accurate. It just would be nice to be able to read the information while I'm actually exercising, as opposed to getting the report later from my cell. The battery life is quite long, because the screen doesn't work, and so is never drawing juice. Very disappointing product.",1
0,"I actually like the device. However, pray that you never need to use the warranty. I've had to go through the process TWICE for the same device. Each time, I was without the watch for at least a month. First, you'll have to prove that you've gone through several troubleshooting steps. These steps may include changing watch faces, removing apps, and waiting several days. I know the call center employees are just following a script but the procedure itself is needlessly convoluted.For my first warranty return, the watch face just suddenly stopped working. Otherwise, it was still working--communicating with my phone and tracking everything. Sadly, I need the primary watch function to work and invoked the return. Bam! No Fitbit for a month. I received what was likely a refurbished device, not the repaired original.For my second warranty return, the battery suddenly stopped holding a charge. It would completely discharge in less than a 24 hour period, disrupting my sleep tracking, etc. According to FedEx, as of writing this the watch is floating around somewhere in Southern California, where it's been for about a week and a half after being in transit for nearly month total. There's no way they'll process and ship it back to me within one month of me sending it to them.In summary, for the one year warranty period since my original purchase in mid-June 2020, I'll have been without it for two months total. I feel like that shouldn't be. Sadly, I really like the device overall. I just wish it were more reliable and/or the warranty wasn't so cumbersome. I'd settle for either.",2
0,"To be fair - I loathe the software on this device. My main use was to use this for swimming laps. It is fairly accurate but not dead on. Lap counts vary by about 10% from actual in a 25yd pool. I haven't been able to figure this out. That is ok however and not what spurs me to write a hate review.The software for this - on the device, on my iphone and on the web is just really annoying to the point of maddening. On the device I'd like to customize the display so it works with the way I use the device and to better suit my aging eyes. I believe this to be theoretically possible but practically impossible. Thus I have to wade through all sorts of options that I'll never use to get to the few options that I do use. Also it means that I can't see my lap counts or distance or time per lap while I'm in the pool.Likewise the iphone app constantly pushes a ton of information and options at you that you'll never want to use but that you have scroll through or decline to get to the things that you do want to know or do. What is maddening about this is that there is often no (obvious, if at all) option to permanently decline stuff or to get the things you want more easily accessible.I have a Garmin for running and I've used a TomTom in the past. I can't wait for enough time to pass so that I can trash my Versa and move to a different product line. FitBit software seems to be designed and driven by sales staff (purchase this new service!) and not by athletes using the products.",1
0,"It worked fine for the first 29 days.... now too late to return. not tracking steps accurately, not tracking stairs at all, and band is causing a rash on my wrist. website says ""discontinue wearing"" HELLO then give me my money back!",1
1,"Fitbit versa 2I am a waitress and constantly walking and I like to keep track of my steps! Here are some pros and cons to help you decide if it’s the watch for you or not!Pros1. Battery life is about 8 days(I don’t have the texting or phone call feature in use in mine) (also don’t use Alexa)2. Very nice screen size (compared to my Apple Watch series 3, 38mm)3. Very light weight and I hardly notice it’s there!4. Changeable bands ( love this so it always matches my outfit) (Bands with wholes all over them breathable bands If you will are awesome)5. Most beautiful rose gold and pink band combo(looks good with pink,grey,white and black bands)6. Can listen to Spotify on there while working out7. AirPods pair to it!Cons1. iPhone can’t send or receive texts2.steps sometimes seem off!3. No rise to see feature(if there is one I don’t know how to use it)All in all I recommend this smart watch to everyone and even bought another as a gift!",5
0,"After one year, the Fitbit went dark, tried to charge but only got extremely hot. Sent back per Warranty, and now after almost a month, the company has still not sent a replacement, I keep getting the run around of when they received it and when I will get an email about the replacement ? After having a Fitbit for almost 10 yrs. the level of customer service is horrid and I will not buy another one. Update, it took over a month to get a ""replacement"", which less than a month later has died....Done with Fit bit",1
1,"Bought these a few months back. Husband & I both upgraded from the Blaze.Pros:1. Amazon Alexa built in is great for timers, reminders, alarms, and adding shopping list items2. Smart wake picks the time you are on light sleep in the 30 minutes before your alarm so waking up is less jarring3. Vibrate alarm let's your spouse sleep if you get up at different times4. Heart rate tracking is better than older models5. Nice variety of clock faces to choose from in app. I just switched to the one that shows O2 stats because I have asthma and was interested6. Basic apps can be clever & useful if you keep their limitations in mind7. Text alerts on watch work well. Voice to text responses are great.8. Move reminders, step alerts, etc are nice and not annoying9. Lots of other features that I'm forgetting are greatCons :1. Not a full smart watch if that's what you want - limited app choices & functionality2. Band irritated my skin. I replaced it with a cloth one that has been perfect3. Alexa app doesn't work perfectly. Mine keeps asking me to re-pair with phone app, so I have to go get my phone, which defeats the purpose.",5
1,"Very reluctantly, I had to admit that my 2nd Pebble Round was no longer worth nursing along. The battery was done, and support for the product long since ended.Versa 2, with its fairly low price point, 3+ day battery life, heart rate tracking, and ability to verbally respond to texts - plus use most Alexa features - seemed like a decent replacement. (Pebble's ability to respond to texts was one of its major selling points, until the feature died with the product support!)Unfortunately, after wearing it for about 10 weeks, I remain underwhelmed.Let's start with the good, though* Battery life really is in the 3 day range* Bright, legible display. I found a decent free watch face that displays on an angle, so your arm can stay at a more natural one.* Comfortable strap, nice look overall.* I don't really have a baseline for sleep or heart rate tracking, but it seems to work fine.But now, the not so good.* Connectivity to my Moto Z Play is spotty at best. Unlike the Pebble with its bluetooth icon right on the watch face, the watch itself gives you few indications about whether it's communicating with your phone. Your first clue is usually when you hear your phone binging, but realize you got no corresponding buzz on your wrist.Long story short, my experience is that once connectivity is lost, rebooting the phone is my only option. No amount of begging for a re-sync through the app, or even force-quitting the app is going to cut it.I doubt I've ever gone 24 hours without losing connectivity either - frankly, I think simply stepping out of Bluetooth range is enough to kill it most of the time.I know this works better on other phones, but as I am not looking to replace my beloved Moto Z, this is cold comfort.* When everything is connecting nicely, the voice-to-text feature works pretty well. Except that sometimes it gives every indication of having sent your text, but it never actually makes it out of the ether. I won't venture to guess how frequently it fails, because frankly I don't get to use the feature (for the reason above) enough to have a good idea.* The app itself is not particularly intuitive. I know I've bought into the Fitbit ecosystem here, and that the same app does for many devices. But I wish it were a bit more device-centric and spent less time trying to upsell me on premium features.At first, the app was crashing constantly, and noisily, several times a day. An update sometime in late January or early February (to the firmware?) seems to have addressed that. Now it just doesn't really like to sync. :)* I seriously question the step-count. I have GoogleFit installed on my phone. My Pebble's step count and the phone's step count were always within single-digit percents of each other, unless of course I'd put the phone down for long periods of exercise.The Versa 2 on the other hand consistently reports a step count 20% higher than my phone.Without a lot more research and motivation I obviously can't prove which device is more accurate, but let's just say the Versa is the ""minority report."" The minor attention I've paid to the issue suggests that the Versa picks up and counts a lot more random non-walking movement than the Pebble, as the phone and watch seem to stay in closer agreement when I am actually on a long walk. (Oh, and while we're at it, wouldn't it be nice if the Versa could sync with Google Fit?!)To sum up, I would Happily add a fourth star if this silly watch just stayed connected with the phone without all the drama of silent failures and annoying reboots. But as it stands, I have found myself less and less motivated to do those reboots and just lived with a largely crippled watch, without consistent and reliable access to many of the features that I was most looking forward to, and - I might add - just Worked on the Pebble.",3
1,"I LOVE my Fitbit. I haven’t had any issues and I’ve been wearing it for about 1-2 weeks. I like that you’re not limited to what workouts you do and I was able to get rid of other fitness apps on my phone that were solely used to track one workout versus multiple. The FitBit app is really informative and right now I have the Fitbit premium trial, which ends in April, however I don’t see my self keeping it. I think the standard app by itself is great. I love how I can set my alarm directly on the watch, change music, pay with my FitBit, and it even gives me reminders to drink water or walk around. As for individuals who have experienced chemical burns, I personally have not. I recommend not wearing the watch in the shower and cleaning it with a Clorox wipe at least once a week. The charge also lasts me at least 3-5 days and I just put it on the charger when I shower. The only thing that annoyed me was the price dropped 3 days after I purchased🙃 it was only a $20 difference, but with the ongoing pandemic, that’s a lot to a broke girl 😂 but I didn’t want to deal with the return and reordering process. So if you see it on sale, BUY IT! You will not regret it. It keeps me so motivated and you can easily see your tracked workouts in the app. Also my favorite color is baby pink and this watch matches my aesthetic so perfectly 💕",5
0,"I am very disappointed with this fitbit versa 2, connecting is always an intermittent problem, the sleep tracking leaves a lot to be desired. I think they know there is a problem with the bands, they a place to make a claim on their website just for broken bands....been trying to get my calendar to sync since I received it. wont happen....will update on how fitbit handles this claim.Feb. 25, 2020 update:Received my replacement from fitbit yesterday, 15 days to get a new band here. and guess what? It is not the band that came with the watch!!! I did upload pictures to fitbit for the warranty process. I guess they could not see that it was a STANDARD FITBIT BAND!! I spent another 30 mins today with fitbit online chat to explain to them what I received and what I wanted. the tech help was trying to interrogate me. finally after I said you are making this harder than it needed to be. so, now I am waiting for the next slow boat from china for the correct band.fyi, I did actually try to locate the standard fitbit band for the versa 2 online I did after looking for 20 mins find one! and only one.......FITBIT HAS A PROBLEM WITH THIS BAND DESIGN........WOULD NOT BUY IT AGAIN.UPDATE 4/2/2020: now 4 months old, I can easily confirm that fitbit versa 2 has a connect problem, if i leave it in update all day it will work, but then it totally drains the battery on the watch and my cell phone. so I only do the sync manually now and it is a constant battle to get the watch to connect and sync.......once again I am sorry i Have bought this junk......UPDATE 5/27/2020FITBIT UPDATE 3 DAYS AGO,  now at version: 35.70.8.0, ever since the update I cannot turn off syncing!! I contacted tech support via chat on my phone and after going round and round with the tech, he finally admitted that the latest update removed the possibility of doing manual syncing......his reason was they wanted to give us a better experience with fit bit!!! the real problem is that now it will sync all day and all night and the battery is shot in 3 days, also drains the battery on my phone. his fix for this was to turn off the blue tooth on my phone! I cannot do that as the phone is connected to a heart device.  I am so sorry to be stuck with this fit bit device, will never recommend or deal with fit bit products again.",1
1,"For some reason, my original Versa REALLY didn't like my Pixel 4. It had worked with my original Pixel and Pixel 2 (no idea if it worked on the 3) and I didn't anticipate any problems with the 4. While it was really disappointing, I grabbed the V2 when it was on sale in the hopes that it might work better with my phone with the full intention of returning it if I had the exact same connectivity problems I was having with the original every few hours.Fortunately... no problems at all! The battery life feels as if it's lasting much longer and putting a new clock face on it didn't take upwards of an hour trying to convince the watch to sync and update. Just works. The Alexa connectivity is really nice since my voice isn't that loud and it's difficult to get Alexa to understand me when I'm in bed or not close to the device. Notifications work well, and while I haven't tested it's music functionality yet (as I use my Mp3 player for that) I imagine it would work just as well.Overall, I'm very satisfied.",5
0,I bought this because I can get texts and especially because of 5 day battery life. I also wanted to get texts and use Alexa. I have now getting rid of almost every app on it so the battery “might” last just thru the day. Most times I have to plug it in during the day. The main thing I use it for is to use during hiking and gps. It would not last Thru a hike. It would die. I got hacked so I wasn’t able to get on to my account to send it back. I have to use my 5 year old tracker if I want it when I am awake all day and work all night. I loved my last fitbit and am surprised this one is t as awesome,1
0,"Really needs a 0 Stars button.System is very flawed and very very very very buggy. Connectivity is ridiculous for bluetooth with my phone or the wifi connection. When it updates, everything fails and have to reset all controls. Spotify and other connections are slow and cumbersome making them pointless. Hopefully it will just completely fail soon so I have a reason to get a different monitor and app.Even the basics of steps and heart rate and the real purpose of the monitor are unreliable. I work in surgery and when I remove the monitor to use to be in surgical gloves, it somehow manges to measure my heart rate (which suddenly jumps to more than 150/minute) and my steps, even though I am just standing it will credit me with taking at least 600 steps that hour.Provides completely bogus metrics with inferior technology.Keep looking for something better than what FitBit can provide.Even the website interface is is not very intuitive. Many markings for different functions but can not find any list or directions of what the markings mean. Trying to whittle through the ""support"" pages is not helpful. Real support from FitBit personnel is virtually non-existent and you are left having to read through 100's or 1000's of comments to try to find any help from other consumers, not company help. The forum is usually filled with numerous others complaining about the same problem, but no one having any solution. The compnay only provdies faulty updates that require several more updates when the rollout causes the unit to stop functioning.Update: Abondoning this monitor forever as of today. New glitch as monitor keeps restarting itself every minute. Now it can't provide heart rate, steps, or time.Where can I recycle it?",1
1,"Having owned a Fitbit charge and a Fitbit flex I thought I would really like the Versa 2. As far as being a Fitbit it is ok.....but there are several things I don't like about it. First, the size. It is a lot bigger than my previous Fitbits and tends to bump against my wrist bones. Second, the battery life isn't great. I have to charge mine every other day (yes, I don't have the features on that lower battery life). Finally, the band is hard to get on and off. I liked my other Fitbits b/c I could change my band and have one band for work (which has a lot of dirt and water) and one for home. It takes about 5-10 mins just to put a different band on. Other than that it is a good Fitbit but I think I will purchase a different Fitbit next time.",3
1,"I've tried a few smart watches to help me stay on track with exercising daily since this is a new task for me. My first phone wasn't fully compatible (being that it's only tested on certain devices) then I got a new phone now it works great!It is a bit tricky if you don't go into the watch itself on the app. That's where the bulk of the settings are to enable most of it's functions.I love that it tracks my sleep being I have issues falling asleep. It let's me know approximately what time I dozed & for how long.It appears to be fairly accurate being a watch not an actual medical device but that is a factor so we must keep that in mind.I would recommend the Versa 2, it's very handy with a lot of cool accessories to look like u have multiple watches! 😍The only thing I don't like is that it doesn't do little cool things like take a picture or control the music like other watches I've tried ( at least not with my phone) & a squat counter as u go as I've seen on other watches but I still love it because has all the main functions u need a smart watch for.The Fitbit app with the monthly premium is awesome. I am not of FB, IG, Twitter etc but I love the Fitbit Community it's also motivates you to keep going and going! 😆",5
0,"I’ve only had my versa 2 since May and ever since I change the face I’ve had nothing but problems. And when I tried to change the face back to the original I get this blank screen not sure what to do at this point.Update as of April 30, 2021.I really thought I had a lot of faith in Fitbit. When the first incident happened they replaced it no problem. It really gave me a lot of confidence in the brand so much so that I even bought stock in it.But after this I’m not so sure. So I’ve been out of the game (not able to where my watch) since the beginning of the week..under 1 year and my Fitbit seems to fall part. Like many people I wear my Fitbit every single day. And the only time I don’t wear it is while I’m in the shower and it is charging. It is been great for the last 11 months. The first time I tried to update it the screen went blank it wouldn’t turn on. Now the seal has broken off from the frame and Fitbit won’t replace it because of The replacement band that I got because their band was not small enough for my wrist. They did not even make any recommendations as to how to fix it. So what am I supposed to do ? Has anybody ran across this issue where the seal has broken? what have you done? I really like Fitbit but at this point they’re forcing me to get an Apple Watch… my husband has had his for three years and nothing has happened it!!😭😡",2
0,"This is not an apple watch which we all know you buy bc you don't want to pay an apple watch price. Or you just hate apple but can't let go of the iPhone. Both of those are me. But this watch functions like crap. The pictures are where my battery is after a full charge last evening. When you're working with a new iPhone and you know Apple then you're gonna be disappointed with this ""watch."" Trust me. Save up if you need to and get an apple watch even if it's a past gen. You'll regret saving $150 on this piece of ""whatever"" that wants to be an apple watch but never will be.",1
0,"I purchased the Fitbit Versa 2 to replace my Fitbit Surge which I purchased several years ago. I love the Surge but it is a bit of a clunky fitness tracker and would routinely get caught up in my jacket or shirt sleeve. After researching for several weeks I chose the Versa 2. When I received this fitness tracker I was immediately impressed by the style and the comfort of the fitness tracker. Set up was easy and the fitness tracker looked great. I really liked some of the new features such as the fitbit pay and the alexa. I wore it for a couple of days and found that the watch strap kept falling off. I made several attempts to re-attache the strap without success. After several frustrating minutes of attempting to re attach the strap it would fall off the fitness tracker. I have large hands so I took it to some female acquaintances who have smaller and more dexterous hands to see if they could re-attach the watch strap. No success. The thought was that the watch or the pin on the strap is defective. I tried again by watching You Tube videos but was still not able to attach the strap. I could see no visible damage to the strap or the watch itself and concluded that it could not be re-attached. Obviously, the fitness tracker without the strap is not acceptable which is why I gave the Versa 2 two stars. For the short time that I was able to wear the Versa 2 it seemed to accurately record the various fitness features. I was really hoping that this fitness tracker would be an upgrade to my Surge. As I said earlier the fitness tracker looks great and has many great features but I think I am going to look at other fitness trackers in the future. The product was returned to Amazon.",2
